class_label,LHS,RHS
phishing,20060310074250.8857A6CCF38,mail1.example.com
phishing,200603100957.k2A9v1QY000601,taicon.com
phishing,ETLFFGWZZSQVVMJPWWFCKS,yahoo.com
phishing,ccc901c63da5$faed8649$facf39af,barclays.co.uk
phishing,a8aa01c64448$700284db$26c2fb1b,citibank.com
phishing,2bf001c63da9$7216b7eb$08532f57,barclays.co.uk
phishing,e1ce01c63daf$39ebed13$58465641,barclays.co.uk
phishing,20060310162646.5F08F6CCF24,mail1.example.com
phishing,ZTMFIFGSTPWMCVGJKOYD,earthlink.net
phishing,20060310182813.C88E16CCEDB,mail1.example.com
phishing,20060310192847.F3E3F6CCF13,mail1.example.com
phishing,20060310203248.2A87D6CCF35,mail1.example.com
phishing,PQKXIYDODFBGZAMCBKWFHVK,yahoo.com
phishing,20060310231048.A10F76CCF5E,mail1.example.com
phishing,200603110014.k2B0ENr4012978,localhost.localdomain
phishing,20060311015313.D410A6CCED3,mail1.example.com
phishing,20060311042232.713E06CCF40,mail1.example.com
phishing,20060311050733.21DFC6CCEF1,mail1.example.com
phishing,AHTADAFNRMIMFAEACZVU,yahoo.com
phishing,20060311073333.82C956CCEB8,mail1.example.com
phishing,PLROPNWMTWDVWAOTPDZADKA,getlucky.com
phishing,20060311114931.DC3AF6CCF47,mail1.example.com
phishing,20060311132156.DEAA36CCE2C,mail1.example.com
phishing,,aol.com
phishing,002201c64523$ea4d6370$0401a8c0,francik
phishing,00D556F5B790E19,hereditary
phishing,20060311192153.B9A3C6CCEE3,mail1.example.com
phishing,20060311203253.7AAF86CCE49,mail1.example.com
phishing,20060311192153.B9A3C6CCEE3,mail1.example.com
phishing,E1FICQo-0006dh-00,dconweb.de
phishing,20060311223817.CF1D66CCF85,mail1.example.com
phishing,20060312013523.057326CCE80,mail1.example.com
phishing,20060312152544.2D9116CD001,mail1.example.com
phishing,20060312152736.91E136CCDCF,mail1.example.com
phishing,20060312154100.1972C6CCFFB,mail1.example.com
phishing,000001c6451c$280d5100$0100007f,toshiba-user
phishing,TIFTFOKXNXRDWEKUBMKI,yahoo.com
phishing,20060312215751.121646CCF75,mail1.example.com
phishing,20060313000407.1DE0B9288CF,sanjosemag
phishing,20060313004148.2BD2C6CD013,mail1.example.com
phishing,BETXKIGFPNIAEWVFOSJVMVW,earthlink.net
phishing,20060313013846.272FF6CCFA1,mail1.example.com
phishing,20060313022420.4C32239639A7,redakcja.trybuna.com.pl
phishing,20060313043703.8F2816CD04F,mail1.example.com
phishing,20060313112215.02B9A1046A7,earth-four.edis.at
phishing,E1FIoMf-0006d5-S0,web.oneplan4u.com
phishing,NELWXIXBXPJDUXDJHSTVX,aol.com
phishing,20060314040329.2DF946CD01F,mail1.example.com
phishing,20060314045700.531F9132386,dd2930.kasserver.com
phishing,20060314060921.358896CCF14,mail1.example.com
phishing,e07e01c64049$58f4208e$568e7206,barclays.co.uk
phishing,468501c64066$31ff7f09$d1db190c,barclays.co.uk
phishing,a7cb01c6406b$663d832d$2d07e524,barclays.co.uk
phishing,005101c6407d$a414f098$bf6ebd0c,barclays.co.uk
phishing,241601c64083$911abf09$0d9ee6c1,barclays.co.uk
phishing,7934507364.20060314082855,ebay.com
phishing,20060315024148.33F7F6CCE00,mail1.example.com
phishing,YHTFHRJQSQBJOPTBBQJFLAJHQ,comcast.net
phishing,VXFTZADTGXGISSHDQBRVHFG,yahoo.com
phishing,20060315113148.79AF96CCEDA,mail1.example.com
phishing,PZCHYPHTUHJHZTELSSBW,comcast.net
phishing,,hotmail.com
phishing,20060315123303.33DFE50004C,rocinante.example.com
phishing,20060315134012.075A86CD004,mail1.example.com
phishing,20060315160054.C22A26CD00F,mail1.example.com
phishing,20060315161941.0E5D634D06D,amslmc04.local
phishing,200603151941.k2FJfPd26447,www.wealthautopilot.com
phishing,200603151941.k2FJfPd26447,www.wealthautopilot.com
phishing,20060316014704.B7E27C0525,box156.vectan.de
phishing,YPLWDZFDMCIMTLMNCMYRRWPY,getlucky.com
phishing,20060316040123.638B06CCF29,mail1.example.com
phishing,20060316042445.BCE5E6FA30D,mail2.example.com
phishing,200603160547.k2G5lNMQ020453,smsserver
phishing,200603161105.k2GB5BwG028092,sis.tecmilenio.edu.mx
phishing,,verizon.net
phishing,20060316185418.E732CF104,vs114.internetdsl.tpnet.pl
phishing,20060316193531.B096D6CCFFB,mail1.example.com
phishing,QIJZJZGPUDOJLVNUOMFNKTO,comcast.net
phishing,20060316221742.6D7ED6CCD97,mail1.example.com
phishing,20060316223411.F12746CCEDB,mail1.example.com
phishing,20060317054655.042B56CCF76,mail1.example.com
phishing,FEAHUKSZXBJKDNVJSMAO,yahoo.com
phishing,PCYTWBVGTXPAQEOWZZLZKS,getlucky.com
phishing,SDE29ZqgIEPUTYg0wBr0000073f,SDE29
phishing,20060318025321.C78D56CCE9E,mail1.example.com
phishing,20060318054804.7963D6CCECE,mail1.example.com
phishing,CHVGQMWMPLNJIKEMIOHSIV,charter.net
phishing,20060318170121.914057042C7,mail.nuestrodiario.com.gt
phishing,TJIYUXDTNEYKEYFQJTBP,hotmail.com
phishing,E1FKlSf-0005Br-Ft,linux.oriensoft.net
phishing,20060319065643.CFCC66CCEBA,mail1.example.com
phishing,IUPITUZUYSHAFHMUQMLW,hotmail.com
phishing,20060319131333.9516160DC9D,mail.nuestrodiario.com.gt
phishing,8f1a01c643f4$6db4e4c3$d630c8d8,barclays.co.uk
phishing,1142806031.49930.qmail,chase.com
phishing,LWLCHVNBOLVXWIARRPXEHAULR,yahoo.com
phishing,a4ef01c64479$a76b5e5c$563b62a7,barclays.co.uk
phishing,e12501c6447e$ab471d38$61625fdd,barclays.co.uk
phishing,b36101c6448a$cbc886c1$103ffb79,barclays.co.uk
phishing,20060320232235.268566CCF06,mail1.example.com
phishing,07bd01c644b6$0fbbd448$feb33127,barclays.co.uk
phishing,fdf501c644b9$4503dd15$4be3c0ad,barclays.co.uk
phishing,7e3601c644c6$82ebfe61$75fd7b59,barclays.co.uk
phishing,328401c644cb$0ff82365$5e30344e,barclays.co.uk
phishing,d26a01c644e3$3e3f924f$b8677f84,barclays.co.uk
phishing,1307468841.7127,paypal.com
phishing,20060321124253.A02136CCF7B,mail1.example.com
phishing,gavin,yahoo.com
phishing,20060321142534.B83196FA363,mail2.example.com
phishing,EOQIIKWPVYOFCOERBMICC,msn.com
phishing,20060322121303.D56AD6CCFDE,mail1.example.com
phishing,20060322151711.93D0526C56F,kingofoctober.com
phishing,BKOZEMDPLQSKGLLOUTSKSNNS,yahoo.com
phishing,GCHPXNJHFTBLTYYTUBEYIGO,verizon.net
phishing,20060322190317.73E1A6CCEFB,mail1.example.com
phishing,BOTOMWPTNEAZDWTTQNFEU,yahoo.com
phishing,auto-000122387043,smf-klm-02.corp.ebay.com
phishing,20060323035027.D231B30C41E,mail1.example.com
phishing,XNABYRZVXBICYAHDHHFJQNZ,yahoo.com
phishing,20060323112239.B715830C4BE,mail1.example.com
phishing,20060323145434.637B830C50D,mail1.example.com
phishing,1143125419.0.1072412244140473126.qmail,jose
phishing,OGGZAHTMGJDSHQVTSKNPCSB,yahoo.com
phishing,1143187290.7334,chase.com
phishing,20060324062854.3DD686CCD7C,mail1.example.com
phishing,20060324090250.250386CCDCD,mail1.example.com
phishing,1143211220.15784.qmail,barclays.co.uk
phishing,20060324111348.DF59E6CCE36,mail1.example.com
phishing,fund,yahoo.com
phishing,NMOITMXXIJOUIJNSANJQZXL,yahoo.com
phishing,LKLFPDBJENHDALIJJOBIPBJEFJAB.abrock_qw,chase.com
phishing,LZBGXXJBJEKBLNRIDZYF,charter.net
phishing,E1FNdze-0008B9-5L,cherry.ghshosting.com
phishing,OEXHNVHNAHEXYWFTXVAJ,yahoo.com
phishing,IBZYCPPKSWPWNVXPKWWSU,earthlink.net
phishing,REFQHPTIKXYZFLXYBFUDRQCIP,hotmail.com
phishing,CRSMRQZZVWPBKMDPJLSKZ,comcast.net
phishing,MNKSKJASZSBKPVJFJDKT,earthlink.net
phishing,20060328005415.D20AE606E8,Metalowiec.K.PL
phishing,20060327220918.8D4596CCE62,mail1.example.com
phishing,EUVLKITBZZBDLRHYDPITLYZXN,charter.net
phishing,20060328090235.70CDD6CCED6,mail1.example.com
phishing,TXACRIZKTBLNHKVYYKSDNQBA,yahoo.com
phishing,20060329174847.900E16CCE60,mail1.example.com
phishing,HDTABDMMXOPPDJGJJMBNFQZNV,earthlink.net
phishing,20060329225922.3C4D66CCE68,mail1.example.com
phishing,CCC01o8C7wyfwjHNuQu00001ac6,ccc01.saavoy.local
phishing,NIVPXVKTGXMGWJROKFIEH,yahoo.com
phishing,ferromagnet,yahoo.com
phishing,BHFGLZPJHXWGPWMSRQPQFTMFQ,earthlink.net
phishing,ZPFWHQYIKEHPJTCCSHVEMD,yahoo.com
phishing,20060331063044.D2C0A6CCE6F,mail1.example.com
phishing,200603312040.k2VKe9h9009228,clocon.securesites.net
phishing,THDSEKUZIEVLGDXCGSWKJ,Chase.com
phishing,20060401101927.E591144446DE,redakcja.trybuna.com.pl
phishing,20060401091917.5827B6CCE8C,mail1.example.com
phishing,GJQNYZZBIGMLNLEYTDYDUB,verizon.net
phishing,VLBXWTKZDSYZFVYMFJQO,comcast.net
phishing,20060402090623.F17F9DB3DDD,distrade
phishing,20060402114925.3378E1C7A0D,ns1.stenbak.lan
phishing,CCSQYXHKWZYFXQKFJPBXJBI,earthlink.net
phishing,200604021358.k32DwR0F030066,mail.mirle.cn
phishing,RFMEOQQGXZSXFOFBKVHYSJVPR,Chase.com
phishing,THEZZZCKEGVTMADAEUZFAK,yahoo.com
phishing,GIWKYJEKAOSLIXZISEOYBGN,yahoo.com
phishing,20060403111053.860196CCF13,mail1.example.com
phishing,20060403112103.27A9F6CCFCB,mail1.example.com
phishing,20060403150319.516426CCF2E,mail1.example.com
phishing,CKOBTAIBTFXQPWVAIIBNOO,chaseonline.com
phishing,EWEWHQKKROFVCKMKTYIURK,verizon.net
phishing,200604040308.k3438Fe04304,ns.int3rnet.com
phishing,GQSCHJHJADUTYPZEKALS,yahoo.com
phishing,SSSNUKUXBSUIHOITASQSQ,msn.com
phishing,QMNIXVVZJITUYRMFBJWOTMJNS,yahoo.com
phishing,E1FQqHH-0007vt-ET,brudas.kopernik.gliwice.pl
phishing,20060404185021.1278D29771D,GDExecOfficeServer
phishing,20060405171714.B4C9EDD303C,localhost
phishing,200604052057.k35KvUqJ028418,boole.CRM.UMontreal.CA
phishing,KYSKJTHDIKCFYQYJWXELFXP,comcast.net
phishing,20060406065304.4FBC06CCF0D,mail1.example.com
phishing,ADQPCLPNMIQIPKNNZNASMHZ,aol.com
phishing,20060406211239.255FA6FA32F,mail2.example.com
phishing,HPYHEDTAEPQDUMLMTXHOUYQP,comcast.net
phishing,TYNMHAHSGXDFFNXPXLINZX,yahoo.com
phishing,ISVMGNFRYEWTXJIFUPGZ,Chase.com
phishing,FXXRXHCQQRQBEKVVUWRNQI,Chase.com
phishing,20060407121953.AB4236CCF01,mail1.example.com
phishing,LLZTATWSIUQADVCNWUQQ,hotmail.com
phishing,ZWJFAETSLFEJLOEYNFSPVVWB,hotmail.com
phishing,HLBPAGNXJVHHUAEVAXSTLJVTR,charter.net
phishing,DFJLZBPGJPWXDCFGMGZUOJT,yahoo.com
phishing,FYFFJFCYRCQSTNWAXJMNVH,yahoo.com
phishing,WNNNFJMCAPYSOUPECTDEITF,hotmail.com
phishing,ICLMIJTMAYJWZLNIEOHQRBL,yahoo.com
phishing,VBWSYLTAUFEUDWXRBPSUIIEWE,verizon.net
phishing,20060409153414.7F3076CCD9B,mail1.example.com
phishing,E1FSnWe-0007qE-UL,newhost4.host4-server.com
phishing,HXUEUWRYJOVLIUUZTDQES,comcast.net
phishing,JNUKKBYEMYBGEPUZWHVEDSD,yahoo.com
phishing,URJUTTXQTWTIMVABWSIPPR,Chase.com
phishing,TRIBALiR9Odutox7nye00002d09,tribal.tribalfusiondelhi.com
phishing,009601c422c2$2ec49c2a$ee37327d,llvw
phishing,20060411163704.1213F6CCF17,mail1.example.com
phishing,200604112224.k3BMO9R4017628,mail.newlilylighting.com
phishing,E1FTRrr-0003AK-4n,celebrate.holydialer.com
phishing,IEVTCVGMUGEJKOPACFCE,earthlink.net
phishing,JWJJHRWGAEQZQTJCRYQJZRPQB,yahoo.com
phishing,MDEAERKSRMVUBYVVSZSFAHJR,earthlink.net
phishing,20060411225736.30B1F6CCEF2,mail1.example.com
phishing,f35201c65dff$cb496832$0e3f722f,qldsugar.com
phishing,NFSTQPLHKQFFDDAURFRSWTFX,Chase.com
phishing,E1FTd1J-0003qp-5j,mail.crownoflife.org.uk
phishing,E1FTdQY-0002Am-Bl,sls-ea2p17.indiaeservices.com
phishing,200604121646.k3CGjtA7032613,mx.gameco.com.au
phishing,FWKLQUSNCYSTCEXQQMEWTDC,PayPal.com
phishing,FWKLQUSNCYSTCEXQQMEWTDC,PayPal.com
phishing,200604122023.k3CKNh7p073995,comchina.vps.hknet.com
phishing,GZNYJTSLUFPSZPVGFMAYDAQ,aol.com
phishing,NLZMKXTTHXDXYBCJFBQFESZLY,aol.com
phishing,LMEROTKONPRZZROOXNDG,yahoo.com
phishing,RCEPHYJQJEAXFCHVSQLV,earthlink.net
phishing,20060413075440.2C527869FD,mxis-gonesse.promotrans.fr
phishing,20060413110916.0E5226CCE37,mail1.example.com
phishing,20060413112554.488746CCE68,mail1.example.com
phishing,BRUCEXZ1tazAfM0n0lu000009ec,bruce.apexcom.com
phishing,NZIUJISENPCJWGKADRPKLPNUI,yahoo.com
phishing,IYXFJQOKZMYMCBRQRNRBOO,earthlink.net
phishing,20060414051957.3F1AF436F6,poczta.transcomp.pl
phishing,20060414023235.09F726CCE72,mail1.example.com
phishing,20060414024520.1793C6CCE7A,mail1.example.com
phishing,20060414102640.45EF46CCDC0,mail1.example.com
phishing,JKNMFZLZUTPXEXTPKUPKJL,yahoo.com
phishing,UUVWZJZUXHSDQVFEHRSBOS,PayPal.com
phishing,0971923401.20060414220152,ebay.com
phishing,CLBCFAGNXGDOCZYAWMFPIQG,yahoo.com
phishing,003897822.20050426184844,chasecards.com
phishing,20060415121413.3F48C6CCEF9,mail1.example.com
phishing,006501c4fbfe$69b72da3$8af1c67e,oicfef
phishing,20060416034330.44B086CCE60,mail1.example.com
phishing,20060416064457.B41D16CCE87,mail1.example.com
phishing,OULOGOKFELTSRAJJPEUY,yahoo.com
phishing,1145197675.0.351275281476048768.qmail,jose
phishing,20060416121824.650E86CCE35,mail1.example.com
phishing,PKOMEENHMTJVWYQSETWMQU,yahoo.com
phishing,1145223821.0.64250453314872797.qmail,jose
phishing,IIFRQMQGUNCTTFBMLDSI,hotmail.com
phishing,DVBPCKJWGSCKEEMTFYRKPRINC,aol.com
phishing,200604171102.k3HB2NdR018993,alfa6.isp-service.biz
phishing,AJNVKDJIRDKLTORNLIRJEUWB,PayPal.com
phishing,200604172308.k3HN8RZp022741,ftp.shelltransource.com
phishing,MWWTNJYMDNCKBJANOQXMQX,PayPal.com
phishing,20060418195311.1F81E6FA2E5,mail2.example.com
phishing,20060418204354.5049948562A,tao.com.mx
phishing,1145369190.37345.qmail,chase.com
phishing,YISIPKDWPROUUUZBHALXHS,PayPal.com
phishing,OTTBEUISGSYUQCTZOMBMJCO,yahoo.com
phishing,OTTBEUISGSYUQCTZOMBMJCO,yahoo.com
phishing,KOXUCXFRWSEBMBRPKXTQL,getlucky.com
phishing,20060419114516.CC2812943FB,server7.web4a.de
phishing,,earthlink.net
phishing,lisp,yahoo.com
phishing,20060420022203.77CE16CCEB5,mail1.example.com
phishing,E1FWUYH-0007kz-Ak,cp.gomventshost.com
phishing,1145537078.0.32837643994801574.qmail,jose
phishing,RFJKGDVKTMVKLHWYVUIRTNSOL,yahoo.com
phishing,20060421154045.B36AC6FBDA2,mail2.example.com
phishing,1145613976.0.4413633297195232.qmail,jose
phishing,20060422054711.E05186CCE92,mail1.example.com
phishing,1145705342.31873.qmail,wamu.com
phishing,20060422153651.526C71BC75,lujan.example.com
phishing,20060422162615.DAC411BC59,lujan.example.com
phishing,20060424195225.0B5396CCE08,mail1.example.com
phishing,20060424195225.0B5396CCE08,mail1.example.com
phishing,IUXTGAAIGAACILQCYTRVTX,PayPal.com
phishing,20060425163509.71067207577,pin-webservice-2.de
phishing,20060425172041.11F616FA30A,mail2.example.com
phishing,GFDYUQHWIRDQJVUPWBSGZXXJ,charter.net
phishing,20060426102716.26E00DD49D,clust10-www02.powweb.com
phishing,20060426144530.AABD51DF999,mail.arma-bank.com.ua
phishing,EEGLXYUSPJGGWSZFCPXTUYWS,msn.com
phishing,20060426144641.49A2C6CCFE0,mail1.example.com
phishing,1146131879.16804.qmail,paypal.com
phishing,20060427080046.D805C6CCDCE,mail1.example.com
phishing,200604271453.k3RErJn2031279,localhost.localdomain
phishing,e31601c66901$434b3236$394932c4,citibank.com
phishing,20060427134936.4918A6CCF41,mail1.example.com
phishing,20060427195006.DD8D16CCEB5,mail1.example.com
phishing,PNFGGXAXDBLJMHXUDMTQSTG,earthlink.net
phishing,PWGFUXTINNOLLLKCXXSY,yahoo.com
phishing,20060429045458.900004DB4D19,redakcja.trybuna.com.pl
phishing,20060429051301.ADAE64BC4,mail.weitasport.com.tw
phishing,FJIAFLHMDPSUNJNOLPFP,rr.com
phishing,1146361717.77656.qmail,eBay.com
phishing,XSWKLHRVVWVAVLAMFRXMFGZH,yahoo.com
phishing,NDGVEWGXGGTIENAQCMRAZK,yahoo.com
phishing,AYLVARTMWYYZTKDDOUXE,yahoo.com
phishing,OFFLVYURAYBDDBROQEBGI,yahoo.com
phishing,20060501050243.1A0596FA365,mail2.example.com
phishing,20060501103510.CE4FC81F8E,endor.snu.ac.kr
phishing,20060501122720.AC47211BAA08,vms01.pinky-skin.com
phishing,20060502101429.5FBE26CCEA0,mail1.example.com
phishing,20060502075300.30423.qmail,mail.kerami-tek.com
phishing,20060502124439.5FC256CCEDD,mail1.example.com
phishing,20060502231053.83E3AECCC5B,localhost.localhost
phishing,PPKNCYLPSPRJCNMHKZEG,yahoo.com
phishing,QRWHOTRMPXYAUKSBPKGCUZCB,hotmail.com
phishing,20060503000446.31726.qmail,ns31740.ovh.net
phishing,ATBYSJKVDNPFIJNFDIZYVRFYJ,msn.com
phishing,MGHFsKg2HHXrOxf,paypal.com
phishing,20060503181810.09AB8F3A2CE,localhost.localhost
phishing,XGORKCIKGTLMLPBGGJKCRCKH,Wamu.com
phishing,AYOLCJEOJWFTBBDPBZWE,Wamu.com
phishing,TOXHFRXVEVLKGBRECTEUPD,msn.com
phishing,200605040817.k448HBf3024064,bcsi.bcsii.com
phishing,200605041730.k44HUBtX021282,ns1.agentilavoro.com
phishing,20060504151832.4BCC93ED277,thinserver3.lbtb.local
phishing,200605050915.k459F2Da007332,localhost.localdomain
phishing,1927347436.20060505151325,newcastlepermanent.com.au
phishing,20060505162248.DB1B16CCEE9,mail1.example.com
phishing,20060505231518.8D9876CCE4E,mail1.example.com
phishing,20060506203345.436AD6FA275,mail2.example.com
phishing,20060506201611.93EB56CCEE6,mail1.example.com
phishing,MUDOPMZPVCZYLBCTJSLPBJ,hotmail.com
phishing,1146971901.26028.qmail,eBay.com
phishing,1146971658.47402.qmail,wamu.com
phishing,BYBIGYRRTAYEEFDXYLVYVMT,verizon.net
phishing,1146999362.20092.qmail,rbc.com
phishing,20060507211504.508E5112D787,localhost.localhost
phishing,20060507205941.DD42B6CCE8F,mail1.example.com
phishing,20060508061947.3FCB26CCE7C,mail1.example.com
phishing,20060508155240.E5ADED8156D,mail.utechco.com
phishing,20060508171452.72DA36CCE27,mail1.example.com
phishing,NEXZYOWIHZXWDHMJNTZLSRVN,comcast.net
phishing,20060509010344.C22296CCEA1,mail1.example.com
phishing,FARMERS-L5RIGHEqBHk00000444,FARMERS-L5RIGHE
phishing,NDDNMSCWQBVVNLOEDLPWU,PayPal.com
phishing,20060509112822.54826998DB1,server
phishing,HJIPVFWCRLSHUOSUYXNDUDDR,charter.net
phishing,VXPLJGAOWFTJTYZPDXXK,yahoo.com
phishing,20060509161907.D9F3A1206353,localhost.localhost
phishing,1.28849.qmail,eBay.com
phishing,BYAVQZJRNPVMASXFFDLZBACVZ,earthlink.net
phishing,DELL-4IYNGSAZACBYCf00000284,dell-4iyngsazac
phishing,COGNOSMODS6AATiyhGv0000186b,cognosmod.manso.com.sa
phishing,1147232662.40636.66,paypal.com
phishing,threonine,yahoo.com
phishing,,yahoo.com
phishing,COGNOSMODYx3G5aYY6100001956,cognosmod.manso.com.sa
phishing,20060510182424.3C8096CCEF1,mail1.example.com
phishing,20060510220608.A5C0C6FA299,mail2.example.com
phishing,200605110107.k4B17J9G016855,wwwrelay4.it-austria.net
phishing,200605110302.k4B32bUr016293,wwwrelay4.it-austria.net
phishing,QPLYAMUFWZTKKBTDOHVMOG,verizon.net
phishing,20060511030904.69B3F8BA7C,mail.realhawk.com
phishing,SCORPIO0SulnJ2IKkVm0000070c,scorpio.ACI.local
phishing,20060511083407.E0D516CCFC6,mail1.example.com
phishing,20060511122324.6868.qmail,server132-han.de-nserver.de
phishing,RVBXZYMPGVAIEUBYNVDV,yahoo.com
phishing,20060511173336.1DA06238A54,g5server.local
phishing,JITDGGAMPMHXNNATPXNFKCI,hotmail.com
phishing,WLBRTQULWUIFFMTTKRMYK,paypal.com
phishing,20060512035434.5EB2E6FA349,mail2.example.com
phishing,E1FeUto-0001qh-E9,zeta.main-hosting.com
phishing,20060512114113.28B636CCED1,mail1.example.com
phishing,E1FeYJo-0008MQ-00,thevillagehemet.com
phishing,20060512142257.A264BB710F,mail.fastlink.lt
phishing,20060512155045.3D0E76CCEE6,mail1.example.com
phishing,COMPUTERkZIhTrBoe2U00000fc3,computer
phishing,YWDXTMZZLBZKRRRYEOSTDATY,getlucky.com
phishing,obligate,yahoo.com
phishing,20060513174734.CE1CB6CCE7D,mail1.example.com
phishing,000201c6765a$f470e188$bf78df0a,cszelw
phishing,200605131837.k4DIauBp021616,neosight.net
phishing,DUVXXIHOJLGJUICKXLHQ,yahoo.com
phishing,SJYKIHWYMOHQHJGWXBSOFPH,hotmail.com
phishing,20060514124142.676F96CCE8B,mail1.example.com
phishing,20060515004610.601EE81A3F0,a15179722.alturo-server.de
phishing,20060515092535.43CF7BF8D07,correio.cral.com.br
phishing,E1FfbQC-00061w-2o,webserver.mmVirtual.com
phishing,9C7D6D6F.2280297,Banesnet.banesto.es
phishing,20060515181024.2AC0C6CCF40,mail1.example.com
phishing,20060515203124.1DC80B8916B,server
phishing,200605152233.k4FMXqRJ002012,web-73.blueweb.co.kr
phishing,829B4FD1.8779522,reports.bluesecurity.com
phishing,20060516030829.E36D76CCED4,mail1.example.com
phishing,200605161437.KAA09638,vmail.pgcom.gr
phishing,FRDEIHNSVCTADURKTCRKH,hotmail.com
phishing,bond,yahoo.com
phishing,,aol.com
phishing,FFQNELSVDUUUYPDXGRVFDD,yahoo.com
phishing,88422407.9975389961534262.JavaMail.root,webmail>
phishing,DYJZMOJSSPRXPCXFJKJCQU,verizon.net
phishing,200605171537.k4HFbmN07821,teamkorea.com
phishing,,verizon.net
phishing,200605181501.k4IF1qkM026698,mail.kckcc.edu
phishing,38610oxft57614vlcs$2737j779$23eae85qr1,kink
phishing,1361707186.JavaMail.14945,on-Mail008
phishing,AUTOMATIZACIONTANZw00000b81,automatizacion
phishing,20060519233742.224806CD06B,mail1.example.com
phishing,200605200232.k4K2WLLO026576,mail.c-onsoft.com
phishing,200605200335.k4K3ZBsg001172,elearning.cvc.ac.th
phishing,20060520102339.03CA66CD01C,mail1.example.com
phishing,BQQAVQMIHRBPCFPQSJJLJ,hotmail.com
phishing,20060520112928.CD6FB6CD044,mail1.example.com
phishing,20060520151430.EBA556CD04A,mail1.example.com
phishing,UNI-MAILtcEctybK8Yo00005e1f,mail.unirent.de
phishing,JUXINYHLLCJIWEAPHZKT,verizon.net
phishing,TTIJAMFDDAFWAZQGHELJJFG,comcast.net
phishing,200605221309.k4MD9jUr025896,barney.jeffpaz.com
phishing,SGYQIQVDKQQYAWSAIKPRMOXIV,yahoo.com
phishing,5C7Lt7-ysvT98-8V,cpanel.vstbuilder.com>
phishing,20060524232247.50F41868C2B,olcsopc.hu
phishing,20060525050541.9670B1BB0E,lujan.example.com
phishing,GVHAEJDTKSFIIYLWRFEHYDR,yahoo.com
phishing,BNINFOu9PH3IhA1qfT700000337,bninfo
phishing,20060525173948.0EE8FA3BCC,localhost
phishing,200605251954.k4PJsgUS015431,bcsi.bcsii.com
phishing,200605260155.k4Q1t73R010421,elearning.cvc.ac.th
phishing,YBJXANXTTBJOWHQOEBVXNAY,charter.net
phishing,200605261442.k4QEgpXJ002205,elearning.cvc.ac.th
phishing,200605261730.k4QHUIrm014925,localhost.localdomain
phishing,20060527110501.766146CD08D,mail1.example.com
phishing,20060527222126.9F70C6CD153,mail1.example.com
phishing,20060528081914.E7EAF6FA3CF,mail2.example.com
phishing,002309c37386$e9d88923$b00e68d7,embargo
phishing,E1FkO7A-000AVr-Og,mnw.ru
phishing,HCBQWATYSUXQPJCCVBDAALYVS,yahoo.com
phishing,20060529003207.C9E2B6FA2BF,mail2.example.com
phishing,20060529053412.203966FA532,mail2.example.com
phishing,81263890046.5586378406253657975738,paypal.com
phishing,MNLNMJLMOCQWMJVZZUCXZF,yahoo.com
phishing,1148938163.58321.qmail,barclays.co.uk
phishing,,earthlink.net
phishing,20060530080827.5FC676CD1B4,mail1.example.com
phishing,13074611158.7081,citicards.com
phishing,13074620000.8718,citicards.com
phishing,13074611458.176,citicards.com
phishing,TOTALSHXFEYAKIKMQTLBPEZJ,charter.net
phishing,20060531052450.71D776CD097,mail1.example.com
phishing,NVZRVDDAMJOUDKPGRSJDLZ,hotmail.com
phishing,20060531215348.979CE6FA4AA,mail2.example.com
phishing,QKWITCWJZTCHAPLONOLW,comcast.net
phishing,MINTRONWM9HHTmrZsZw00001d89,mintron
phishing,20060601135906.3DE8630E290,mail.saintmichaelschool.org
phishing,OYFTEBEAYTKELSHMRHTAFFJIO,aol.com
phishing,ADMIN-5ZD78933D4KWi000000b5,admin-5zd78933d
phishing,JAMESaGzW3yZty1sh4A000010c4,JAMES
phishing,200606041641.k54GfsBX016701,62-213-86-209.megaopts4biz.com
phishing,JAMESFqX5KST7y6HYxN000006be,JAMES
phishing,ZRFDVGUCWIUAZWZJMNIHZ,yahoo.com
phishing,20060605180040.090E744700D,saerc.tv
phishing,1149551381.69388.qmail,ncua.gov
phishing,QZAWYHAPMXKNZCWTCOEFPZVI,yahoo.com
phishing,WWW-54F20S8UF1GNiZI000004e2,www-54f20s8uf1g
phishing,KSRRPVQMCVFDZCGZMRMSIVKW,yahoo.com
phishing,SQLZXUFHMNTBPWZXDVJDP,hotmail.com
phishing,200606061214.k56CEYZW097308,lamas.rainbownet.com
phishing,FHXZVRTNFTGEQUIAXXEBRF,earthlink.net
phishing,SCHITXHHQFIEYFUMFEPPNQGML,yahoo.com
phishing,IWACLNZOCDRZABYHYQLYULA,aol.com
phishing,20060607043220.A24E76CD031,mail1.example.com
phishing,200606070535.k575ZjLE005529,acces2.promo.ro
phishing,IAMLAEBMHQQBKCEHCZYO,verizon.net
phishing,IAMLAEBMHQQBKCEHCZYO,verizon.net
phishing,ANRTWHWNRPTETDBWGXRDFOPZD,hotmail.com
phishing,145161129.20080601512411,ebay.de
phishing,E1Fo6NI-0000Tx-C1,server1.hostingplex.com
phishing,DFRVIXVURPVYZAOHZICGNWKLP,yahoo.com
phishing,DFRVIXVURPVYZAOHZICGNWKLP,yahoo.com
phishing,20060607095429.17148.qmail,fr-155.kmain.com
phishing,20060608144038.5BDCDC5FCD,dns.maze.com.tw
